ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
	c2bc057	eb0d83a3d2e7c15777369222723b350e	90251479	Firbolg	Urchin	2019-08-25T18:26:32Z	Rogue 12	Rogue	Scout	12	Alert|Durable	87	12	14	15	14	11	10	16		Acrobatics|Sleight of Hand|Stealth|Nature|Perception|Survival|Performance|Persuasion	Shortsword|Shortbow|Dagger		Int	expertise/Persuasion*Performance*Survival*Perception	Canada	CA		NA	NA	Firbolg		Shortsword|Shortbow|Dagger	12-15	quirky_keller
	c2bc057	cdb75ce09d7d4ed7849d8445cf8aaadb	a7d6f6fb	Human	City Watch	2019-08-25T18:26:12Z	Fighter 12	Fighter	Samurai	12		112	14	18	16	17	12	14	9		Athletics|History|Insight|Perception|Intimidation	Shortsword|Crossbow, Hand|Club		Int	fighting style/Great Weapon Fighting	Canada	CA		NA	NA	Human		Shortsword|Crossbow, hand|Club	12-15	amazing_nobel
	a8b3ffe	3ca4213bb8375c2274b8d09ef9f7e9f0	a4ed021b	High Elf	Sage	2019-08-25T17:55:15Z	Wizard 15	Wizard	School of Evocation	15	War Caster	137	17	12	19	18	21	13	13		Arcana|History|Investigation|Insight|Perception	Quarterstaff|Dagger	Acid Splash*0|Fire Bolt*0|Message*0|Sword Burst*0|Shocking Grasp*0|Prestidigitation*0|Thunderclap*0|Alarm*1|Burning Hands*1|Detect Magic*1|Feather Fall*1|Magic Missile*1|Thunderwave*1|Earth Tremor*1|Witch Bolt*1|Mage Armor*1|Cause Fear (R)*1|Chromatic Orb (R)*1|Color Spray [r]*1|Absorb Elements (R)*1|Catapault (R)*1|Charm Person (R)*1|Comprehend Languages (R)*1|Disguise Self (R)*1|Expeditious Retreat (R)*1|False Life (R)*1|Find Familiar (R)*1|Fog Cloud [r]*1|Ice Knife (R)*1|Aganazzar's Scorcher*2|Snilloc's Snowball Swarm*2|Scorching Ray*2|Blindness/Deafness*2|Shatter*2|Counterspell*3|Dispel Magic*3|Fireball*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Remove Curse*3|Wall Of Water*3|Water Breathing*3|Blight*4|Ice Storm*4|Wall Of Fire*4|Vitriolic Sphere*4|Fire Shield*4|Bigby's Hand*5|Immolation*5|Dawn*5|Chain Lightning*6|Fire Storm*7|Delayed Blast Fireball*7|Sunburst*8	Int		Canada	CA		NA	NA	Elf	Acid Splash*0|Fire Bolt*0|Message*0|Sword Burst*0|Shocking Grasp*0|Prestidigitation*0|Thunderclap*0|Alarm*1|Burning Hands*1|Detect Magic*1|Feather Fall*1|Magic Missile*1|Thunderwave*1|Earth Tremor*1|Witch Bolt*1|Mage Armor*1|Cause Fear*1|Chromatic Orb*1|Color Spray*1|Absorb Elements*1|Catapult*1|Charm Person*1|Comprehend Languages*1|Disguise Self*1|Expeditious Retreat*1|False Life*1|Find Familiar*1|Fog Cloud*1|Ice Knife*1|Aganazzar's Scorcher*2|Snilloc's Snowball Swarm*2|Scorching Ray*2|Blindness/Deafness*2|Shatter*2|Counterspell*3|Dispel Magic*3|Fireball*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Remove Curse*3|Wall of Water*3|Water Breathing*3|Blight*4|Ice Storm*4|Wall of Fire*4|Vitriolic Sphere*4|Fire Shield*4|Bigby's Hand*5|Immolation*5|Dawn*5|Chain Lightning*6|Fire Storm*7|Delayed Blast Fireball*7|Sunburst*8	Quarterstaff|Dagger	12-15	zen_wozniak
19a7d8b	217637f	54da7c32c75e72bec9a1210c58ade7ae	96447be3	Human	Outlander	2019-08-25T16:29:20Z	Rogue 1|Fighter 3	Rogue|Fighter	|Battle Master	4	Shield Master	34	18	16	16	13	12	14	10	LG	Athletics|Acrobatics|Stealth|Investigation|Animal Handling|Perception|Survival	Shortsword|Shortbow|Dagger +1|Spear		Int	expertise/Perception*Athletics|combat superiority maneuvers/Trip Attack*Riposte*Goading Attack|fighting style/Dueling	NA	NA	LG	NA	NA	Human		Shortsword|Shortbow|Dagger|Spear	4-7	angry_payne
	b09f6c5	16e7eeae722765d90a321496fb13c1d0	d9e8e2b2	Firbolg	Far Traveler	2019-08-25T12:31:45Z	Druid 1	Druid		1		9	11	14	8	12	14	17	10		Nature|Animal Handling|Insight|Perception	Handaxe|Scimitar		Wis		Canada	CA		NA	NA	Firbolg		Handaxe|Scimitar	1-3	agitated_joliot
1c797fe	12f36bb	85078972336ba925ae9b0df5d8e405c3	205611d6	Human	Criminal	2019-08-25T11:59:04Z	Rogue 20	Rogue	Assassin	20	Alert|Linguist|Lucky	144	15	10	20	14	16	11	20		Sleight of Hand|Stealth|Insight|Deception|Intimidation|Persuasion	Shortsword|Shortsword|Dagger		Int	expertise/Intimidation*Insight*Persuasion*Deception	United States	US		NA	NA	Human		Shortsword|Shortsword|Dagger	19-20	hardcore_elgamal
1c797fe	12f36bb	ed620be81093c402e57456cb93767a5f	f1898e72	High Elf	Soldier	2019-08-25T11:43:06Z	Fighter 4	Fighter	Battle Master	4	Dual Wielder	40	17	12	18	15	14	7	9		Athletics|Acrobatics|Perception|Survival|Intimidation	Rapier|Rapier		Int	combat superiority maneuvers/Trip Attack*Precision Attack*Disarming Attack|fighting style/Two-Weapon Fighting	United States	US		NA	NA	Elf		Rapier|Rapier	4-7	upbeat_chandrasekhar
3587dc7	97b6484	a75fec030163e427eda11657118bc67e	80ebbc7f	Half-Elf	Criminal	2019-08-25T07:33:03Z	Fighter 2|Warlock 4	Fighter|Warlock	|The Hexblade	6	Elven Accuracy	48	18	15	10	14	10	10	18	CE	Stealth|Arcana|Perception|Deception|Intimidation	Battleaxe|Handaxe	Eldritch Blast*0|Mage Hand*0|Shield (Reaction)*1|Wraithful Smite (Bonus)*1|Hellish Rebuke (Reaction)*1|Invisibility*2	Int	fighting style/Dueling|pact boon/Pact of the Blade|eldritch invocations/Devil's Sight*Improved Pact Weapon	NA	NA	CE	NA	NA	Half-Elf	Eldritch Blast*0|Mage Hand*0|*|Wrathful Smite*1|Hellish Rebuke*1|Invisibility*2	Battleaxe|Handaxe	4-7	relaxed_bell
22be165	ab31b49	1f88ea84e87e7f5a7c2981766f597d5b	b391f6ba	Human	City Watch	2019-08-25T06:22:39Z	Fighter 7	Fighter	Battle Master	7	Shield Master	67	18	18	16	16	6	12	12		Athletics|Insight|Perception|Intimidation	Crossbow, light|Longsword|Dagger		Int	fighting style/Dueling|combat superiority maneuvers/Riposte*Distracting Strike*Commander’s Strike*Maneuvering Attack*Goading Attack	NA	NA		NA	NA	Human		Crossbow, Light|Longsword|Dagger	4-7	friendly_wilson
	94aa610	752ec2ee08c9c2d98b72603c5d0552d0	6d30c9f7	Wood Elf	Smuggler	2019-08-25T03:24:22Z	Rogue 1	Rogue		1		12	17	11	22	15	12	16	13	C/N	Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation	Shortsword|Shortbow|Dagger		Int	expertise/Thieves' Tools*Perception	Canada	CA	CN	NA	NA	Elf		Shortsword|Shortbow|Dagger	1-3	sweet_easley
	94aa610	f9b96616c19021c76292ddc229dc1ea7	761c1f58	Human	Smuggler	2019-08-25T03:23:58Z	Fighter 1	Fighter		1		15	18	20	14	18	12	14	17	C/N	Athletics|Acrobatics|Deception|Intimidation	Longsword|Crossbow, light		Int	fighting style/Protection	Canada	CA	CN	NA	NA	Human		Longsword|Crossbow, Light	1-3	peaceful_neumann
c24c2d4	b99eac2	6b6f7e15cbb4a7e3394ff2e6f34a3a14	42647e28	Human Variant	Haunted One 	2019-08-25T01:38:21Z	Monk 3	Monk	Way of the Sun Soul	3		38	15	17	16	18	10	14	10	Chaotic Good	Arcana|Investigation|Insight|Perception|Survival	Halberd|Crossbow, hand		Int		NA	NA	CG	NA	NA	Human		Halberd|Crossbow, hand	1-3	cocky_wing
c24c2d4	b99eac2	49194f23ced5210db05a83faedd582c5	42647e28	Human Variant	Haunted One 	2019-08-25T01:36:33Z	Monk 3	Monk	Way of the Sun Soul	3		38	15	17	16	18	10	14	10	Chaotic Good	Arcana|Investigation|Insight|Perception|Survival	Halberd|Crossbow, hand		Int		NA	NA	CG	NA	NA	Human		Halberd|Crossbow, hand	1-3	cocky_wing
c24c2d4	b99eac2	93792dd962dde9cdb8ee5d28ec2d2c2f	42647e28	Human Variant	Haunted One 	2019-08-25T01:33:40Z	Monk 3	Monk	Way of the Sun Soul	3		38	15	17	16	18	10	14	10	Chaotic Good	Arcana|Investigation|Insight|Perception|Survival	Halberd|Crossbow, hand		Int		NA	NA	CG	NA	NA	Human		Halberd|Crossbow, hand	1-3	cocky_wing
3587dc7	97b6484	993bd440b9776deffed3868de5524062	7b360335	Tiefling	Entertainer	2019-08-24T23:17:21Z	Sorcerer 5	Sorcerer	Draconic Bloodline	5		41	14	7	13	16	11	11	18	NG	Acrobatics|Arcana|Insight|Performance	Crossbow, light|Dagger		Cha	metamagic/Quickened Spell*Empowered Spell	NA	NA	NG	NA	NA	Tiefling		Crossbow, Light|Dagger	4-7	gracious_sinoussi
11e9c35		a47187303224ce9fd124165176dd2b19	5c4e936f	Wood Elf	Outlander	2019-08-24T21:20:59Z	Druid 8	Druid	Circle of the Moon	8	Dungeon Delver|War Caster	43	12	9	12	13	15	18	14	lawful neitral	Athletics|Nature|Animal Handling|Perception|Survival	Shortbow|Quarterstaff	Shillelagh*0|Druidcraft*0|Thunderclap*0|Goodberry*1|Thunderwave*1|Healing Word*1|Detect Poison And Disease*1|Animal Friendship*1|Healing Spirit*2|Darkvision*2|Pass Without Trace*2|Flame Blade*2|Protection From Poison*2|Lesser Restoration*2|Call Lightning*3|Conjure Animals*3|Water Walk*3|Wind Wall*3|Confusion*4|Ice Storm*4	Wis		United States	US	LN	NA	NA	Elf	Shillelagh*0|Druidcraft*0|Thunderclap*0|Goodberry*1|Thunderwave*1|Healing Word*1|Detect Poison and Disease*1|Animal Friendship*1|Healing Spirit*2|Darkvision*2|Pass Without Trace*2|Flame Blade*2|Protection from Poison*2|Lesser Restoration*2|Call Lightning*3|Conjure Animals*3|Water Walk*3|Wind Wall*3|Confusion*4|Ice Storm*4	Shortbow|Quarterstaff	8-11	sleepy_bassi
47b5118	cc7a31d	d7433089a2b9fdfcd668f22648b975f1	c5ee4dbc	Half-Elf	Entertainer	2019-08-24T18:10:35Z	Bard 3	Bard	College of Valor	3		25	11	10	13	12	10	10	16		Acrobatics|Perception|Deception|Intimidation|Performance|Persuasion	Quarterstaff|Dagger		Cha	expertise/Persuasion*Intimidation	NA	NA		NA	NA	Half-Elf		Quarterstaff|Dagger	1-3	awesome_rubin
eb0cb1b	289b0e0	e57b28c6e5a6a875b8b828de96dd11f5	d906ff3e	Tabaxi	Outlander	2019-08-24T17:54:33Z	Druid 5	Druid	Circle of the Moon	5		50	16	20	20	21	20	21	19		Athletics|Stealth|Animal Handling|Insight|Perception|Survival	Dart|Quarterstaff		Wis		NA	NA		NA	NA	Tabaxi		Dart|Quarterstaff	4-7	thirsty_swanson
eb0cb1b	289b0e0	87e5bda8010df76381e584371daca5f4	76e27ad5	Lightfoot Halfling	Sailor	2019-08-24T17:27:19Z	Rogue 6	Rogue	Assassin	6	Lucky	66	17	17	22	20	16	17	19		Athletics|Sleight of Hand|Stealth|Investigation|Perception|Persuasion	Shortsword|Shortsword|Dagger		Int	expertise/Stealth*Perception*Sleight of Hand*Athletics	NA	NA		NA	NA	Halfling		Shortsword|Shortsword|Dagger	4-7	xenodochial_noyce
6d7aff0	cecbba1	4d40bb0f4469479a605c2a49b647f946	b06c6d29	Human	Sailor	2019-08-24T17:27:14Z	Barbarian 4	Barbarian	Path of the Berserker	4	Great Weapon Master	41	13	18	12	14	9	13	14	Chaotic Neutral	Athletics|Animal Handling|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		Costa Rica	CR	CN	NA	NA	Human		Greataxe|Handaxe|Javelin	4-7	compassionate_ishizaka
310dd4d	cecbba1	64208cc4f6e8401e86759d98560b2ed3	2d10f05b	Tabaxi	Hermit	2019-08-24T17:05:41Z	Monk 4	Monk	Way of the Drunken Master	4		31	18	6	20	12	10	16	12	caotica buena	Acrobatics|Stealth|Religion|Insight|Medicine|Perception|Performance	Shortsword|Dart|Unarmed strike		Int		NA	NA	CG	NA	NA	Tabaxi		Shortsword|Dart|Unarmed Strike	4-7	happy_banach
5959af7		412e4b0fec5a6a4c6d998842536a2559	82797c48	Protector Aasimar	Sage	2019-08-24T15:16:31Z	Warlock 3|Sorcerer 1	Warlock|Sorcerer	The Celestial|Divine Soul	4		38	16	11	16	19	15	14	20		Arcana|History|Investigation|Religion	Dagger|Dagger|Dagger	Light*0|Sacred Flame*0|Bless*1	Cha	pact boon/Pact of the Tome|eldritch invocations/Agonizing Blast*Book of Ancient Secrets	NA	NA		NA	NA	Aasimar	Light*0|Sacred Flame*0|Bless*1	Dagger|Dagger|Dagger	4-7	quizzical_antonelli
	362a3d0	a6b403feec8377536af7a05b33b3d172	8596e040	Human	Haunted One	2019-08-24T04:32:56Z	Warlock 1	Warlock	The Hexblade	1	War Caster	9	11	10	10	16	6	8	18		Arcana|Investigation|Survival|Deception|Intimidation	Quarterstaff|Handaxe|Dagger		Cha		Canada	CA		NA	NA	Human		Quarterstaff|Handaxe|Dagger	1-3	laughing_haslett
	298b936	4f88384a848cd52221dd1abe33e77e06	bca5ba0b	Tabaxi	Fisher	2019-08-24T01:51:42Z	Fighter 5	Fighter	Arcane Archer	5		44	16	10	18	14	10	12	14		Acrobatics|Stealth|Arcana|History|Perception|Survival|Intimidation	Longbow|Scimitar|Scimitar|Crossbow, light	Prestidigitation*0	Int	fighting style/Archery|arcane shot options/Grasping Arrow*Bursting Arrow	Canada	CA		NA	NA	Tabaxi	Prestidigitation*0	Longbow|Scimitar|Scimitar|Crossbow, Light	4-7	determined_buck
8b723e7	cdc104d	00b64022ac65b9fa2c1ce626b4aa057a	02f3f719	Wood Elf	Far Traveler	2019-08-23T23:15:18Z	Wizard 4	Wizard	Bladesinging	4		26	12	11	15	15	10	15	14	Lawful Good	Arcana|Insight|Medicine|Perception|Performance	Dagger|Handaxe|Shortsword	Firebolt*0|Blade Ward*0|Mending*0|Sword Burst*0|Magic Missile*1|Unseen Servant*1|Detect Magic*1|Witchbolt*1|Detect Magic*2|Cloud Of Daggers*2|Aganazzar's Scorcher *2	Int		NA	NA	LG	NA	NA	Elf	Fire Bolt*0|Blade Ward*0|Mending*0|Sword Burst*0|Magic Missile*1|Unseen Servant*1|Detect Magic*1|Witch Bolt*1|*|Cloud of Daggers*2|Aganazzar's Scorcher*2	Dagger|Handaxe|Shortsword	4-7	determined_margulis
a8cd072	ad849cf	e519aa9f2c2869ea5a86be16e21dae59	2122090e	Human	Custom	2019-08-23T22:34:56Z	Wizard 3	Wizard	School of Transmutation	3	Prodigy	18	11	10	13	11	20	16	13		Arcana|History|Investigation|Religion|Insight|Perception	Quarterstaff		Int	expertise/Arcana	NA	NA		NA	NA	Human		Quarterstaff	1-3	trusting_johnson
74739c2	1a7af2a	bf376509fee027050c978dde88776167	ef2107b1	Mountain Dwarf	Barbarian Tribe Member	2019-08-23T15:40:36Z	Barbarian 3	Barbarian	Path of the Berserker	3		45	14	17	13	16	10	12	8		Athletics|Nature|Animal Handling|Survival	Greataxe|Handaxe|Javelin		Int		NA	NA		NA	NA	Dwarf		Greataxe|Handaxe|Javelin	1-3	trusting_galileo
74739c2	1a7af2a	c2cae8a6b570324af28a2820823c2608	bb48dfae	Dragonborn	Far Traveler	2019-08-23T15:40:15Z	Warlock 3	Warlock	The Celestial	3		30	12	10	12	14	10	13	16		Arcana|Investigation|Insight|Perception	Crossbow, light|Dagger	Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Guiding Bolt*1|Cure Wounds*1|Suggestion*2|Darkness*2	Cha	pact boon/Pact of the Chain|eldritch invocations/Mask of Many Faces*Gaze of Two Minds	NA	NA		NA	NA	Dragonborn	Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Guiding Bolt*1|Cure Wounds*1|Suggestion*2|Darkness*2	Crossbow, Light|Dagger	1-3	cranky_ishizaka
74739c2	1a7af2a	140be01320468c6073be80133bcb61bf	035c7664	Wood Elf	Outlander	2019-08-23T15:39:57Z	Ranger 3	Ranger	Hunter	3		27	17	13	17	8	12	15	10		Athletics|Investigation|Nature|Perception|Survival	Shortsword|Longbow	Animal Friendship*1|Hunter's Mark*1|Jump*1	Wis	fighting style/Defense	NA	NA		NA	NA	Elf	Animal Friendship*1|Hunter's Mark*1|Jump*1	Shortsword|Longbow	1-3	cranky_poitras
74739c2	1a7af2a	e6c7f93b1caee1cb102d77766464027c	1bc9a2bd	Tiefling	Sage	2019-08-23T15:39:41Z	Wizard 3	Wizard	School of Evocation	3		18	12	12	14	10	16	8	15		Arcana|History|Investigation|Insight	Dagger	Thaumaturgy*0|Fire Bolt*0|Message*0|Ray Of Frost*0|Light*0|Hellish Rebuke*1|Unseen Servant*1|Chromatic Orb*1|Feather Fall*1|Comprehend Languages*1|Identify*1|Sleep*1|Expeditious Retreat*1|Detect Thoughts*2|Knock*2|Enlarge/Reduce*2	Int		NA	NA		NA	NA	Tiefling	Thaumaturgy*0|Fire Bolt*0|Message*0|Ray of Frost*0|Light*0|Hellish Rebuke*1|Unseen Servant*1|Chromatic Orb*1|Feather Fall*1|Comprehend Languages*1|Identify*1|Sleep*1|Expeditious Retreat*1|Detect Thoughts*2|Knock*2|Enlarge/Reduce*2	Dagger	1-3	objective_chebyshev
74739c2	1a7af2a	0045a9a295910f9341d014ce379fce78	87b57635	Rock Gnome	Entertainer	2019-08-23T15:39:25Z	Bard 3	Bard	College of Glamour	3		27	13	10	14	13	10	13	15		Acrobatics|Arcana|Perception|Performance|Persuasion	Rapier|Dagger	Prestidigitation*0|Vicious Mockery*0|Comprehend Languages*1|Charm Person*1|Tasha's Hideous Laughter*1|Thunderwave*1|Cure Wounds*1	Cha	expertise/Persuasion*Performance	NA	NA		NA	NA	Gnome	Prestidigitation*0|Vicious Mockery*0|Comprehend Languages*1|Charm Person*1|Tasha's Hideous Laughter*1|Thunderwave*1|Cure Wounds*1	Rapier|Dagger	1-3	mystifying_hopper
74739c2	1a7af2a	73d68488def846c8aa021022b0de17ca	da74b95f	Dark Elf	Sage	2019-08-23T15:38:58Z	Paladin 3	Paladin	Oath of Devotion	3		30	18	15	10	10	12	13	15		Athletics|Arcana|History|Perception|Persuasion	Warhammer|Dagger	Dancing Lights*0|Protection from Evil and Good*1|Sanctuary*1	Cha	fighting style/Protection	NA	NA		NA	NA	Elf	Dancing Lights*0|Protection from Evil and Good*1|Sanctuary*1	Warhammer|Dagger	1-3	practical_moser
2462587	1ad84d9	8e407ed743f03ed8e06c9dc6a4a29e97	ba3c1e73	Lightfoot Halfling	Criminal	2019-08-23T08:38:40Z	Rogue 6	Rogue	Thief	6		40	16	8	18	12	13	10	16	Chaotic Neutral (evil)	Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Performance	Shortsword (SmokeandFire)|Shortbow|Crossbow, light|Scimitar|Dagger		Int	expertise/Stealth	NA	NA		NA	NA	Halfling		Shortsword|Shortbow|Crossbow, Light|Scimitar|Dagger	4-7	suspicious_dewdney
f5b217f	1039c7d	0f0d5853c1362deef19c73e5bba65b83	becbd026	Tiefling	Sage	2019-08-23T02:53:39Z	Wizard 10	Wizard	School of Illusion	10	War Caster	49	12	8	14	13	18	12	12	NG	Arcana|History|Investigation|Medicine	Dagger	Thaumaturgy (racial)*0|Thunderclap*0|Fire Bolt*0|Toll The Dead*0|Minor Illusion (class)*0|Infestation*0|Light*0|Chromatic Orb*1|Expedious Retreat (c)*1|Mage Armor*1|Witch Bolt (c)*1|Unseen Servant (c)*1|Magic Missle*1|Feather Fall*1|Disguise Self*1|Blur (c)*2|Maximillian's Earthen Grasp (c)*2|Melf's Acid Arrow*2|Invisibility (c)*2|Hellish Rebuke (racial)*2|Darkness (c, Racial)*2|Haste (c)*3|Fireball*3|Thunder Step*3|Counterspell*3|Major Image*3|Summon Greater Demon (c)*4|Ice Storm*4|Wall Of Fire (c)*4|Bigby's Hand (c)*5|Synaptic Static*5|Cone Of Cold*5|Teleportation Circle*5	Int		NA	NA	NG	NA	NA	Tiefling	Thaumaturgy*0|Thunderclap*0|Fire Bolt*0|Toll the Dead*0|Minor Illusion*0|Infestation*0|Light*0|Chromatic Orb*1|Expeditious Retreat*1|Mage Armor*1|Witch Bolt*1|Unseen Servant*1|Magic Missile*1|Feather Fall*1|Disguise Self*1|Blur*2|Maximilian's Earthen Grasp*2|Melf's Acid Arrow*2|Invisibility*2|*|Darkness*2|Haste*3|Fireball*3|Thunder Step*3|Counterspell*3|Major Image*3|Summon Greater Demon*4|Ice Storm*4|Wall of Fire*4|Bigby's Hand*5|Synaptic Static*5|Cone of Cold*5|Teleportation Circle*5	Dagger	8-11	clever_kilby
f5b217f	1039c7d	e3e8bdfeca1333fe4173cc5e2abc84a3	ad0effff	Earth Genasi	Marine	2019-08-23T02:31:42Z	Fighter 10	Fighter	Battle Master	10	Mage Slayer|Shield Master	70	18	18	13	14	10	10	13	LG	Athletics|Acrobatics|Survival|Intimidation	Longsword		Str	combat superiority maneuvers/Rally*Disarming Attack*Commander’s Strike*Menacing Attack*Distracting Strike*Trip Attack*Parry|fighting style/Protection	NA	NA	LG	NA	NA	Genasi		Longsword	8-11	vibrant_chaplygin
6fe9049	9e21a74	f8ace731c79eeb204678a9ff6c7ab444	2c4763bc	Violetken	Far Traveler	2019-08-23T01:56:41Z	Wizard 5	Wizard	School of Enchantment	5		25	20	10	14	10	18	14	12		Arcana|History|Investigation|Religion|Insight|Perception	Dagger	Acid Splash*0|Chill Touch*0|Friends*0|Minor Illusion*0|Charm Person*1|Chromatic Orb*1|Detect Magic*1|Mage Armor*1|Shield*1|Sleep*1|Tasha's Hideous Laughter*1|Unseen Servant*1|Crown Of Madness*2|Hold Person*2|Mirror Image*2|Misty Step*2|Hypnotic Pattern*3|Counterspell*3	Int		United States	US		NA	NA	Vedalken	Acid Splash*0|Chill Touch*0|Friends*0|Minor Illusion*0|Charm Person*1|Chromatic Orb*1|Detect Magic*1|Mage Armor*1|Shield*1|Sleep*1|Tasha's Hideous Laughter*1|Unseen Servant*1|Crown of Madness*2|Hold Person*2|Mirror Image*2|Misty Step*2|Hypnotic Pattern*3|Counterspell*3	Dagger	4-7	epic_bartik
	94aa610	9a4c084ac2a0f123d763ecabf57b2720	9a0e3bc1	Wood Elf	Folk Hero	2019-08-22T23:03:38Z	Ranger 3	Ranger	Hunter	3		31	17	15	19	16	14	16	9		Athletics|Stealth|Nature|Animal Handling|Perception|Survival	Longbow|Scimitar|Scimitar		Wis	fighting style/Defense	Canada	CA		NA	NA	Elf		Longbow|Scimitar|Scimitar	1-3	nifty_hellman
7f44194	a6861ee	ff8e5aa6b8a59dd57822464cf81033b4	235e345d	Protector Aasimar	Sailor	2019-08-22T22:12:46Z	Paladin 14	Paladin	Oath of Redemption	14		169	16	18	10	16	10	11	16		Athletics|Perception|Intimidation|Persuasion		Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3|Resilient Sphere*4|Stoneskin*4	Cha	fighting style/Dueling	NA	NA		NA	NA	Aasimar	Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3|*|Stoneskin*4		12-15	compassionate_montalcini
7f44194	a6861ee	c21192fe02f5404c3dae470627ad61f5	8d1ae27c	Protector Aasimar	Sailor	2019-08-22T22:10:20Z	Rogue 14	Rogue	Assassin	14		143	16	12	20	16	11	11	14		Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Sleight of Hand*Thieves' Tools*Investigation	NA	NA		NA	NA	Aasimar		Rapier|Shortbow|Dagger	12-15	modest_panini
6c42ffc	4b42827	ed0e871312f29800eb85bd8d3e09990e	11d7119b	Human	Faction Agent	2019-08-22T20:48:41Z	Druid 5	Druid	Circle of the Moon	5		46	17	10	18	14	10	16	12		Nature|Animal Handling|Insight|Medicine	Scimitar		Wis		NA	NA		NA	NA	Human		Scimitar	4-7	trusting_franklin
0f4e6a3	ad849cf	4e724c646cd1743f9e6ef0e291c74116	cafb5200	Human	Custom	2019-08-22T20:26:17Z	Barbarian 3	Barbarian	Path of the Berserker	3	Athlete	45	15	20	14	16	8	8	12		Athletics|Perception|Survival|Intimidation	Spiked bat		Int		NA	NA		NA	NA	Human		Pike	1-3	eager_mendeleev
cbe1c8c	a2e7c21	a733cdda2ed047ba5da1d473c028b5ea	8b2abdcd	Slime Mimic	Criminal	2019-08-22T15:27:58Z	Fighter 1|Wizard 7	Fighter|Wizard	|School of Abjuration	8		46	18	15	15	13	20	14	17	True Neutral	Athletics|Stealth|Arcana|History|Deception	Greatsword Ro1Ro2|Crossbow, light		Int	fighting style/Great Weapon Fighting	NA	NA	NN	NA	NA			Greatsword|Crossbow, Light	8-11	wonderful_heyrovsky
	49fba77	965d53a0be5f546b49e465934b68bb08	1b3fdd07	Human	Cloistered Scholar	2019-08-22T13:37:02Z	Warlock 12	Warlock	The Undying	12	Ritual Caster|Spell Sniper	87	20	10	18	14	14	14	20		Arcana|History|Investigation|Nature|Religion|Medicine	Dagger	Spare the Dying*0|Mage Hand*0|Toll The Dead*0|Chill Touch*0|Channeled Spirit Spell*1|Unseen Servant*1|Hex*1|Dissonant Whispers*1|Channeled Spirit Spell*2|Gentle Repose*2|Invisibility*2|Channeled Spirit Spell*3|Vampiric Touch*3|Bestow Curse*3|Animate Dead*3|Channel Spirit Spell*4|Channel Spirit Spell*5|Raise Dead*5|Summon Ghost*5|Danse Macabre*5	Cha	pact boon/Pact of the Chain	Canada	CA		NA	NA	Human	Spare the Dying*0|Mage Hand*0|Toll the Dead*0|Chill Touch*0|*|Unseen Servant*1|Hex*1|Dissonant Whispers*1|*|Gentle Repose*2|Invisibility*2|*|Vampiric Touch*3|Bestow Curse*3|Animate Dead*3|*|*|Raise Dead*5|*|Danse Macabre*5	Dagger	12-15	cranky_elion
53b3039	a647bbd	ed2b8640bfcd18548dd87549332cbb31	75085474	Tabaxi	Haunted One	2019-08-22T12:32:17Z	Fighter 7	Fighter	Samurai	7	Savage Attacker|Heavy Armor Master	67	16	15	13	16	12	12	12		Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Survival	Greatsword|Crossbow, light		Int	fighting style/Great Weapon Fighting	NA	NA		NA	NA	Tabaxi		Greatsword|Crossbow, Light	4-7	nifty_mccarthy
7e2fcd9	d27cba4	761cb100d4aba2ec843c0bc04f82298f	88badf13	Ghastly Halfling	Criminal	2019-08-22T07:29:19Z	Rogue 6	Rogue	Swashbuckler	6		45	16	10	18	14	10	14	12		Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception	Rapier|Shortsword|Dagger		Int	expertise/Stealth*Perception*Insight*Deception	NA	NA		NA	NA	Halfling		Rapier|Shortsword|Dagger	4-7	sleepy_davinci
